S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
2516,921.00,921.00,921.00,921.00,-8.91,-0.96,0.00,2014-11-02
2517,930.00,930.00,930.00,930.00,-2.87,-0.31,0.00,2014-10-30
2518,933.00,933.00,933.00,933.00,-1.93,-0.21,0.00,2014-10-28
2519,935.00,935.00,935.00,935.00,4.68,0.50,0.00,2014-10-27
2520,930.00,930.00,930.00,930.00,1.34,0.14,0.00,2014-10-26
2521,929.00,929.00,929.00,929.00,4.65,0.50,0.00,2014-10-22
2522,924.00,924.00,924.00,924.00,-1.16,-0.13,0.00,2014-10-21
2523,926.00,926.00,926.00,926.00,-0.35,-0.04,0.00,2014-10-20
2524,926.00,926.00,926.00,926.00,2.26,0.24,0.00,2014-10-19
2525,924.00,924.00,924.00,924.00,0.47,0.05,0.00,2014-10-16
2526,923.00,923.00,923.00,923.00,11.28,1.24,0.00,2014-10-15
2527,912.00,912.00,912.00,912.00,3.01,0.33,0.00,2014-10-14
2528,909.00,909.00,909.00,909.00,-6.21,-0.68,0.00,2014-10-13
2529,915.00,915.00,915.00,915.00,-6.84,-0.74,0.00,2014-10-12
2530,922.00,922.00,922.00,922.00,-3.33,-0.36,0.00,2014-10-09
2531,925.00,925.00,925.00,925.00,-12.78,-1.36,0.00,2014-10-08
2532,938.00,938.00,938.00,938.00,0.68,0.07,0.00,2014-09-30
2533,937.00,937.00,937.00,937.00,20.68,2.26,0.00,2014-09-29
2534,917.00,917.00,917.00,917.00,4.31,0.47,0.00,2014-09-28
2535,912.00,912.00,912.00,912.00,16.31,1.82,0.00,2014-09-24
2536,896.00,896.00,896.00,896.00,14.14,1.60,0.00,2014-09-23
2537,882.00,882.00,882.00,882.00,-1.64,-0.19,0.00,2014-09-22
2538,884.00,884.00,884.00,884.00,-16.38,-1.82,0.00,2014-09-21
2539,900.00,900.00,900.00,900.00,-13.53,-1.48,0.00,2014-09-18
2540,913.00,913.00,913.00,913.00,-6.46,-0.70,0.00,2014-09-17
2541,920.00,920.00,920.00,920.00,10.49,1.15,0.00,2014-09-16
2542,909.00,909.00,909.00,909.00,7.24,0.80,0.00,2014-09-15
2543,902.00,902.00,902.00,902.00,-8.50,-0.93,0.00,2014-09-14
2544,911.00,911.00,911.00,911.00,0.03,0.00,0.00,2014-09-11
2545,911.00,911.00,911.00,911.00,-9.44,-1.03,0.00,2014-09-10
2546,920.00,920.00,920.00,920.00,44.50,5.08,0.00,2014-09-09
2547,876.00,876.00,876.00,876.00,-46.13,-5.00,0.00,2014-09-07
2548,922.00,922.00,922.00,922.00,-12.27,-1.31,0.00,2014-09-04
2549,934.00,934.00,934.00,934.00,-12.64,-1.34,0.00,2014-09-03
2550,947.00,947.00,947.00,947.00,-6.00,-0.63,0.00,2014-09-01
2551,953.00,953.00,953.00,953.00,-19.57,-2.01,0.00,2014-08-31
2552,972.00,972.00,972.00,972.00,11.74,1.22,0.00,2014-08-28
2553,960.00,960.00,960.00,960.00,38.57,4.18,0.00,2014-08-27
2554,922.00,922.00,922.00,922.00,-25.98,-2.74,0.00,2014-08-26
2555,948.00,948.00,948.00,948.00,-37.61,-3.82,0.00,2014-08-25
2556,985.00,985.00,985.00,985.00,-12.68,-1.27,0.00,2014-08-24
2557,998.00,998.00,998.00,998.00,2.42,0.24,0.00,2014-08-21
2558,996.00,996.00,996.00,996.00,-17.91,-1.77,0.00,2014-08-20
2559,"1,014.00","1,014.00","1,014.00","1,014.00",0.37,0.04,0.00,2014-08-19
2560,"1,013.00","1,013.00","1,013.00","1,013.00",-21.14,-2.04,0.00,2014-08-18
2561,"1,034.00","1,034.00","1,034.00","1,034.00",8.18,0.80,0.00,2014-08-14
2562,"1,026.00","1,026.00","1,026.00","1,026.00",4.35,0.43,0.00,2014-08-13
2563,"1,022.00","1,022.00","1,022.00","1,022.00",-18.73,-1.80,0.00,2014-08-12
2564,"1,041.00","1,041.00","1,041.00","1,041.00",-0.63,-0.06,0.00,2014-08-07
2565,"1,041.00","1,041.00","1,041.00","1,041.00",-3.52,-0.34,0.00,2014-08-06
2566,"1,045.00","1,045.00","1,045.00","1,045.00",5.71,0.55,0.00,2014-08-05
2567,"1,039.00","1,039.00","1,039.00","1,039.00",-17.40,-1.65,0.00,2014-08-04
2568,"1,056.00","1,056.00","1,056.00","1,056.00",-9.66,-0.91,0.00,2014-08-03
2569,"1,066.00","1,066.00","1,066.00","1,066.00",3.65,0.34,0.00,2014-07-31
2570,"1,062.00","1,062.00","1,062.00","1,062.00",-10.38,-0.97,0.00,2014-07-30
2571,"1,073.00","1,073.00","1,073.00","1,073.00",-1.11,-0.10,0.00,2014-07-28
2572,"1,074.00","1,074.00","1,074.00","1,074.00",-5.16,-0.48,0.00,2014-07-27
2573,"1,079.00","1,079.00","1,079.00","1,079.00",-2.42,-0.22,0.00,2014-07-24
2574,"1,082.00","1,082.00","1,082.00","1,082.00",3.86,0.36,0.00,2014-07-23
2575,"1,078.00","1,078.00","1,078.00","1,078.00",-5.90,-0.54,0.00,2014-07-22
2576,"1,084.00","1,084.00","1,084.00","1,084.00",8.58,0.80,0.00,2014-07-21
2577,"1,075.00","1,075.00","1,075.00","1,075.00",29.08,2.78,0.00,2014-07-20
2578,"1,046.00","1,046.00","1,046.00","1,046.00",9.78,0.94,0.00,2014-07-17
2579,"1,036.00","1,036.00","1,036.00","1,036.00",10.42,1.02,0.00,2014-07-16
2580,"1,026.00","1,026.00","1,026.00","1,026.00",-3.25,-0.32,0.00,2014-07-15
2581,"1,029.00","1,029.00","1,029.00","1,029.00",-8.04,-0.78,0.00,2014-07-14
2582,"1,037.00","1,037.00","1,037.00","1,037.00",13.51,1.32,0.00,2014-07-13
2583,"1,023.00","1,023.00","1,023.00","1,023.00",6.97,0.69,0.00,2014-07-10
2584,"1,017.00","1,017.00","1,017.00","1,017.00",1.83,0.18,0.00,2014-07-09
2585,"1,015.00","1,015.00","1,015.00","1,015.00",19.48,1.96,0.00,2014-07-08
2586,995.00,995.00,995.00,995.00,8.85,0.89,0.00,2014-07-07
2587,986.00,986.00,986.00,986.00,13.49,1.39,0.00,2014-07-06
2588,973.00,973.00,973.00,973.00,0.37,0.04,0.00,2014-07-03
2589,972.00,972.00,972.00,972.00,15.88,1.66,0.00,2014-07-02
2590,957.00,957.00,957.00,957.00,13.12,1.39,0.00,2014-07-01
2591,946.00,946.00,946.00,946.00,2.34,0.25,0.00,2014-06-30
2592,943.00,943.00,943.00,943.00,7.17,0.77,0.00,2014-06-29
2593,936.00,936.00,936.00,936.00,4.12,0.44,0.00,2014-06-26
2594,932.00,932.00,932.00,932.00,8.62,0.93,0.00,2014-06-25
2595,924.00,924.00,924.00,924.00,5.97,0.65,0.00,2014-06-24
2596,918.00,918.00,918.00,918.00,-8.92,-0.96,0.00,2014-06-23
2597,927.00,927.00,927.00,927.00,-5.75,-0.61,0.00,2014-06-19
2598,932.00,932.00,932.00,932.00,-3.27,-0.35,0.00,2014-06-18
2599,935.00,935.00,935.00,935.00,-3.36,-0.36,0.00,2014-06-17
2600,939.00,939.00,939.00,939.00,11.29,1.22,0.00,2014-06-16
2601,928.00,928.00,928.00,928.00,22.95,2.53,0.00,2014-06-15
2602,905.00,905.00,905.00,905.00,5.08,0.56,0.00,2014-06-12
2603,900.00,900.00,900.00,900.00,4.51,0.50,0.00,2014-06-11
2604,895.00,895.00,895.00,895.00,9.81,1.11,0.00,2014-06-10
2605,885.00,885.00,885.00,885.00,2.05,0.23,0.00,2014-06-09
2606,883.00,883.00,883.00,883.00,3.88,0.44,0.00,2014-06-08
2607,879.00,879.00,879.00,879.00,-3.61,-0.41,0.00,2014-06-05
2608,883.00,883.00,883.00,883.00,-1.76,-0.20,0.00,2014-06-04
2609,885.00,885.00,885.00,885.00,4.53,0.51,0.00,2014-06-03
2610,880.00,880.00,880.00,880.00,10.99,1.26,0.00,2014-06-02
2611,869.00,869.00,869.00,869.00,2.61,0.30,0.00,2014-06-01
2612,867.00,867.00,867.00,867.00,10.05,1.17,0.00,2014-05-28
2613,857.00,857.00,857.00,857.00,-4.08,-0.47,0.00,2014-05-27
2614,861.00,861.00,861.00,861.00,-0.87,-0.10,0.00,2014-05-26
2615,861.00,861.00,861.00,861.00,9.41,1.10,0.00,2014-05-25
2616,852.00,852.00,852.00,852.00,3.59,0.42,0.00,2014-05-22
2617,848.00,848.00,848.00,848.00,4.05,0.48,0.00,2014-05-21
2618,844.00,844.00,844.00,844.00,-0.07,0.00,0.00,2014-05-20
2619,844.00,844.00,844.00,844.00,-5.18,-0.60,0.00,2014-05-19
2620,850.00,850.00,850.00,850.00,-3.53,-0.41,0.00,2014-05-18
2621,853.00,853.00,853.00,853.00,1.14,0.13,0.00,2014-05-15
2622,852.00,852.00,852.00,852.00,-0.62,-0.07,0.00,2014-05-13
2623,853.00,853.00,853.00,853.00,3.05,0.36,0.00,2014-05-12
2624,850.00,850.00,850.00,850.00,-7.13,-0.83,0.00,2014-05-11
2625,857.00,857.00,857.00,857.00,-9.49,-1.09,0.00,2014-05-08
2626,866.00,866.00,866.00,866.00,4.75,0.55,0.00,2014-05-07
2627,862.00,862.00,862.00,862.00,14.72,1.73,0.00,2014-05-06
2628,847.00,847.00,847.00,847.00,16.07,1.93,0.00,2014-05-05
2629,831.00,831.00,831.00,831.00,7.47,0.90,0.00,2014-05-04
2630,823.00,823.00,823.00,823.00,6.99,0.86,0.00,2014-04-30
2631,816.00,816.00,816.00,816.00,2.09,0.26,0.00,2014-04-29
2632,814.00,814.00,814.00,814.00,-4.46,-0.54,0.00,2014-04-28
2633,818.00,818.00,818.00,818.00,-2.73,-0.33,0.00,2014-04-27
2634,820.00,820.00,820.00,820.00,4.91,0.60,0.00,2014-04-23
2635,815.00,815.00,815.00,815.00,7.38,0.91,0.00,2014-04-22
2636,808.00,808.00,808.00,808.00,-0.36,-0.04,0.00,2014-04-21
2637,808.00,808.00,808.00,808.00,-2.67,-0.33,0.00,2014-04-20
2638,811.00,811.00,811.00,811.00,-0.34,-0.04,0.00,2014-04-17
2639,811.00,811.00,811.00,811.00,-7.12,-0.87,0.00,2014-04-16
2640,819.00,819.00,819.00,819.00,0.93,0.11,0.00,2014-04-15
2641,818.00,818.00,818.00,818.00,6.29,0.77,0.00,2014-04-13
2642,811.00,811.00,811.00,811.00,9.62,1.20,0.00,2014-04-10
2643,802.00,802.00,802.00,802.00,5.79,0.73,0.00,2014-04-09
2644,796.00,796.00,796.00,796.00,-1.42,-0.18,0.00,2014-04-07
2645,797.00,797.00,797.00,797.00,-3.23,-0.40,0.00,2014-04-06
2646,801.00,801.00,801.00,801.00,-2.38,-0.30,0.00,2014-04-03
2647,803.00,803.00,803.00,803.00,1.97,0.25,0.00,2014-04-02
2648,801.00,801.00,801.00,801.00,8.80,1.11,0.00,2014-04-01
2649,792.00,792.00,792.00,792.00,9.04,1.15,0.00,2014-03-31
2650,783.00,783.00,783.00,783.00,2.13,0.27,0.00,2014-03-27
2651,781.00,781.00,781.00,781.00,0.53,0.07,0.00,2014-03-26
2652,780.00,780.00,780.00,780.00,-2.27,-0.29,0.00,2014-03-25
2653,783.00,783.00,783.00,783.00,8.00,1.03,0.00,2014-03-24
2654,775.00,775.00,775.00,775.00,-0.52,-0.07,0.00,2014-03-23
2655,775.00,775.00,775.00,775.00,10.37,1.36,0.00,2014-03-20
2656,765.00,765.00,765.00,765.00,9.92,1.31,0.00,2014-03-19
2657,755.00,755.00,755.00,755.00,-13.55,-1.76,0.00,2014-03-18
2658,769.00,769.00,769.00,769.00,-14.54,-1.86,0.00,2014-03-17
2659,783.00,783.00,783.00,783.00,2.57,0.32,0.00,2014-03-13
2660,781.00,781.00,781.00,781.00,-7.48,-0.94,0.00,2014-03-12
2661,788.00,788.00,788.00,788.00,-5.58,-0.70,0.00,2014-03-11
2662,794.00,794.00,794.00,794.00,-2.93,-0.37,0.00,2014-03-10
2663,797.00,797.00,797.00,797.00,-9.15,-1.13,0.00,2014-03-09
2664,806.00,806.00,806.00,806.00,-4.82,-0.60,0.00,2014-03-06
2665,810.00,810.00,810.00,810.00,10.42,1.30,0.00,2014-03-05
2666,800.00,800.00,800.00,800.00,-10.99,-1.36,0.00,2014-03-04
2667,811.00,811.00,811.00,811.00,-14.66,-1.78,0.00,2014-03-03
2668,826.00,826.00,826.00,826.00,-3.74,-0.45,0.00,2014-02-26
2669,829.00,829.00,829.00,829.00,-0.45,-0.05,0.00,2014-02-25
2670,830.00,830.00,830.00,830.00,-1.97,-0.24,0.00,2014-02-24
2671,832.00,832.00,832.00,832.00,9.19,1.12,0.00,2014-02-23
2672,823.00,823.00,823.00,823.00,8.11,1.00,0.00,2014-02-20
2673,815.00,815.00,815.00,815.00,10.83,1.34,0.00,2014-02-18
2674,804.00,804.00,804.00,804.00,2.41,0.30,0.00,2014-02-17
2675,801.00,801.00,801.00,801.00,-1.78,-0.22,0.00,2014-02-16
2676,803.00,803.00,803.00,803.00,4.77,0.60,0.00,2014-02-13
2677,798.00,798.00,798.00,798.00,1.78,0.22,0.00,2014-02-12
2678,797.00,797.00,797.00,797.00,-6.58,-0.82,0.00,2014-02-11
2679,803.00,803.00,803.00,803.00,19.13,2.44,0.00,2014-02-10
2680,784.00,784.00,784.00,784.00,-1.78,-0.23,0.00,2014-02-09
2681,786.00,786.00,786.00,786.00,4.40,0.56,0.00,2014-02-06
2682,781.00,781.00,781.00,781.00,6.47,0.83,0.00,2014-02-05
2683,775.00,775.00,775.00,775.00,5.40,0.70,0.00,2014-02-04
2684,770.00,770.00,770.00,770.00,-6.41,-0.83,0.00,2014-02-03
2685,776.00,776.00,776.00,776.00,-5.54,-0.71,0.00,2014-02-02
2686,781.00,781.00,781.00,781.00,-0.94,-0.12,0.00,2014-01-29
2687,782.00,782.00,782.00,782.00,1.90,0.24,0.00,2014-01-28
2688,780.00,780.00,780.00,780.00,-3.21,-0.41,0.00,2014-01-27
2689,784.00,784.00,784.00,784.00,-2.02,-0.26,0.00,2014-01-26
2690,786.00,786.00,786.00,786.00,1.79,0.23,0.00,2014-01-23
2691,784.00,784.00,784.00,784.00,-1.56,-0.19,0.00,2014-01-22
2692,785.00,785.00,785.00,785.00,-4.85,-0.61,0.00,2014-01-21
2693,790.00,790.00,790.00,790.00,-4.94,-0.62,0.00,2014-01-20
2694,795.00,795.00,795.00,795.00,0.62,0.07,0.00,2014-01-19
2695,795.00,795.00,795.00,795.00,7.30,0.93,0.00,2014-01-16
2696,787.00,787.00,787.00,787.00,4.97,0.63,0.00,2014-01-14
2697,782.00,782.00,782.00,782.00,0.17,0.02,0.00,2014-01-13
2698,782.00,782.00,782.00,782.00,9.44,1.22,0.00,2014-01-12
2699,773.00,773.00,773.00,773.00,1.06,0.14,0.00,2014-01-09
2700,772.00,772.00,772.00,772.00,10.18,1.34,0.00,2014-01-08
2701,762.00,762.00,762.00,762.00,4.27,0.56,0.00,2014-01-07
2702,757.00,757.00,757.00,757.00,-1.23,-0.16,0.00,2014-01-06
2703,758.00,758.00,758.00,758.00,-5.28,-0.69,0.00,2014-01-05
2704,764.00,764.00,764.00,764.00,9.39,1.24,0.00,2014-01-02
2705,754.00,754.00,754.00,754.00,-16.48,-2.13,0.00,2014-01-01
2706,771.00,771.00,771.00,771.00,-8.94,-1.14,0.00,2013-12-31
2707,780.00,780.00,780.00,780.00,-7.57,-0.96,0.00,2013-12-29
2708,787.00,787.00,787.00,787.00,10.16,1.30,0.00,2013-12-26
2709,777.00,777.00,777.00,777.00,8.48,1.10,0.00,2013-12-24
2710,769.00,769.00,769.00,769.00,-26.47,-3.33,0.00,2013-12-23
2711,795.00,795.00,795.00,795.00,-10.46,-1.30,0.00,2013-12-22
2712,806.00,806.00,806.00,806.00,-1.17,-0.14,0.00,2013-12-19
2713,807.00,807.00,807.00,807.00,35.62,4.62,0.00,2013-12-18
2714,771.00,771.00,771.00,771.00,37.95,5.18,0.00,2013-12-16
2715,733.00,733.00,733.00,733.00,19.33,2.71,0.00,2013-12-15
2716,714.00,714.00,714.00,714.00,3.17,0.44,0.00,2013-12-12
2717,711.00,711.00,711.00,711.00,10.91,1.56,0.00,2013-12-11
2718,700.00,700.00,700.00,700.00,-4.32,-0.61,0.00,2013-12-10
2719,704.00,704.00,704.00,704.00,1.67,0.23,0.00,2013-12-09
2720,702.00,702.00,702.00,702.00,-4.92,-0.69,0.00,2013-12-08
2721,707.00,707.00,707.00,707.00,6.61,0.94,0.00,2013-12-05
2722,701.00,701.00,701.00,701.00,23.00,3.39,0.00,2013-12-04
2723,678.00,678.00,678.00,678.00,16.00,2.42,0.00,2013-12-03
2724,662.00,662.00,662.00,662.00,9.82,1.51,0.00,2013-12-02
2725,652.00,652.00,652.00,652.00,8.03,1.24,0.00,2013-12-01
2726,644.00,644.00,644.00,644.00,-3.23,-0.50,0.00,2013-11-28
2727,647.00,647.00,647.00,647.00,-1.94,-0.30,0.00,2013-11-27
2728,649.00,649.00,649.00,649.00,1.13,0.17,0.00,2013-11-26
2729,648.00,648.00,648.00,648.00,-8.76,-1.33,0.00,2013-11-25
2730,657.00,657.00,657.00,657.00,22.45,3.53,0.00,2013-11-24
2731,634.00,634.00,634.00,634.00,33.88,5.64,0.00,2013-11-21
2732,600.00,600.00,600.00,600.00,0.35,0.05,0.00,2013-11-14
2733,600.00,600.00,600.00,600.00,2.03,0.34,0.00,2013-11-13
2734,598.00,598.00,598.00,598.00,6.82,1.15,0.00,2013-11-12
2735,591.00,591.00,591.00,591.00,10.77,1.86,0.00,2013-11-11
2736,580.00,580.00,580.00,580.00,1.00,0.17,0.00,2013-11-10
2737,579.00,579.00,579.00,579.00,0.21,0.04,0.00,2013-11-07
2738,579.00,579.00,579.00,579.00,-0.17,-0.03,0.00,2013-11-06
2739,579.00,579.00,579.00,579.00,0.73,0.13,0.00,2013-10-31
2740,579.00,579.00,579.00,579.00,3.06,0.53,0.00,2013-10-30
2741,576.00,576.00,576.00,576.00,0.21,0.04,0.00,2013-10-29
2742,575.00,575.00,575.00,575.00,-2.36,-0.41,0.00,2013-10-28
2743,578.00,578.00,578.00,578.00,-1.83,-0.31,0.00,2013-10-27
2744,580.00,580.00,580.00,580.00,-0.94,-0.16,0.00,2013-10-24
2745,581.00,581.00,581.00,581.00,-1.24,-0.21,0.00,2013-10-23
2746,582.00,582.00,582.00,582.00,-6.13,-1.04,0.00,2013-10-22
2747,588.00,588.00,588.00,588.00,3.85,0.66,0.00,2013-10-21
2748,584.00,584.00,584.00,584.00,12.27,2.15,0.00,2013-10-20
2749,572.00,572.00,572.00,572.00,4.81,0.85,0.00,2013-10-17
2750,567.00,567.00,567.00,567.00,6.52,1.16,0.00,2013-10-10
2751,560.00,560.00,560.00,560.00,3.69,0.66,0.00,2013-10-09
2752,557.00,557.00,557.00,557.00,1.12,0.20,0.00,2013-10-08
2753,556.00,556.00,556.00,556.00,4.00,0.73,0.00,2013-10-07
2754,552.00,552.00,552.00,552.00,6.19,1.13,0.00,2013-10-06
2755,545.00,545.00,545.00,545.00,2.29,0.42,0.00,2013-10-03
2756,543.00,543.00,543.00,543.00,1.53,0.28,0.00,2013-10-02
2757,542.00,542.00,542.00,542.00,-0.12,-0.02,0.00,2013-10-01
2758,542.00,542.00,542.00,542.00,0.14,0.02,0.00,2013-09-30
2759,542.00,542.00,542.00,542.00,0.16,0.03,0.00,2013-09-29
2760,542.00,542.00,542.00,542.00,-1.65,-0.30,0.00,2013-09-26
2761,543.00,543.00,543.00,543.00,1.40,0.25,0.00,2013-09-25
2762,542.00,542.00,542.00,542.00,3.64,0.68,0.00,2013-09-24
2763,538.00,538.00,538.00,538.00,-3.20,-0.59,0.00,2013-09-23
2764,542.00,542.00,542.00,542.00,-7.47,-1.36,0.00,2013-09-22
2765,549.00,549.00,549.00,549.00,-2.97,-0.54,0.00,2013-09-19
2766,552.00,552.00,552.00,552.00,-0.05,-0.01,0.00,2013-09-17
2767,552.00,552.00,552.00,552.00,2.00,0.36,0.00,2013-09-16
2768,550.00,550.00,550.00,550.00,0.18,0.03,0.00,2013-09-15
2769,550.00,550.00,550.00,550.00,1.36,0.25,0.00,2013-09-12
2770,548.00,548.00,548.00,548.00,0.86,0.16,0.00,2013-09-11
2771,548.00,548.00,548.00,548.00,-4.74,-0.85,0.00,2013-09-10
2772,552.00,552.00,552.00,552.00,0.33,0.05,0.00,2013-09-09
2773,552.00,552.00,552.00,552.00,5.52,1.01,0.00,2013-09-08
2774,546.00,546.00,546.00,546.00,0.99,0.18,0.00,2013-09-05
2775,546.00,546.00,546.00,546.00,-2.67,-0.48,0.00,2013-09-04
2776,548.00,548.00,548.00,548.00,-2.12,-0.39,0.00,2013-09-03
2777,550.00,550.00,550.00,550.00,-1.26,-0.23,0.00,2013-09-02
2778,552.00,552.00,552.00,552.00,0.18,0.03,0.00,2013-09-01
2779,551.00,551.00,551.00,551.00,-0.80,-0.14,0.00,2013-08-29
2780,552.00,552.00,552.00,552.00,5.50,1.01,0.00,2013-08-27
2781,547.00,547.00,547.00,547.00,-1.36,-0.25,0.00,2013-08-26
2782,548.00,548.00,548.00,548.00,-0.29,-0.05,0.00,2013-08-25
2783,548.00,548.00,548.00,548.00,4.60,0.85,0.00,2013-08-20
2784,544.00,544.00,544.00,544.00,3.25,0.60,0.00,2013-08-19
2785,540.00,540.00,540.00,540.00,4.09,0.76,0.00,2013-08-18
2786,536.00,536.00,536.00,536.00,-0.70,-0.13,0.00,2013-08-15
2787,537.00,537.00,537.00,537.00,-1.25,-0.23,0.00,2013-08-14
2788,538.00,538.00,538.00,538.00,-0.19,-0.03,0.00,2013-08-13
2789,539.00,539.00,539.00,539.00,-0.88,-0.16,0.00,2013-08-12
2790,539.00,539.00,539.00,539.00,-3.23,-0.59,0.00,2013-08-11
2791,543.00,543.00,543.00,543.00,0.28,0.05,0.00,2013-08-08
2792,542.00,542.00,542.00,542.00,-0.49,-0.09,0.00,2013-08-07
2793,543.00,543.00,543.00,543.00,1.97,0.36,0.00,2013-08-06
2794,541.00,541.00,541.00,541.00,-5.68,-1.04,0.00,2013-08-05
2795,547.00,547.00,547.00,547.00,-0.28,-0.05,0.00,2013-08-04
2796,547.00,547.00,547.00,547.00,-0.78,-0.14,0.00,2013-08-01
2797,548.00,548.00,548.00,548.00,1.64,0.30,0.00,2013-07-31
2798,546.00,546.00,546.00,546.00,6.92,1.28,0.00,2013-07-30
2799,539.00,539.00,539.00,539.00,4.83,0.90,0.00,2013-07-29
2800,534.00,534.00,534.00,534.00,5.15,0.97,0.00,2013-07-28
2801,529.00,529.00,529.00,529.00,-0.60,-0.11,0.00,2013-07-25
2802,530.00,530.00,530.00,530.00,-3.30,-0.62,0.00,2013-07-24
2803,533.00,533.00,533.00,533.00,0.08,0.02,0.00,2013-07-23
2804,533.00,533.00,533.00,533.00,-2.83,-0.53,0.00,2013-07-22
2805,536.00,536.00,536.00,536.00,14.19,2.72,0.00,2013-07-21
2806,522.00,522.00,522.00,522.00,9.92,1.94,0.00,2013-07-18
2807,512.00,512.00,512.00,512.00,2.31,0.45,0.00,2013-07-17
2808,509.00,509.00,509.00,509.00,-8.97,-1.73,0.00,2013-07-16
2809,518.00,518.00,518.00,518.00,7.20,1.41,0.00,2013-07-15
2810,511.00,511.00,511.00,511.00,4.62,0.91,0.00,2013-07-14
2811,506.00,506.00,506.00,506.00,1.13,0.22,0.00,2013-07-11
2812,505.00,505.00,505.00,505.00,-0.29,-0.06,0.00,2013-07-10
2813,506.00,506.00,506.00,506.00,4.68,0.93,0.00,2013-07-09
2814,501.00,501.00,501.00,501.00,6.54,1.32,0.00,2013-07-08
2815,494.00,494.00,494.00,494.00,0.76,0.15,0.00,2013-07-07
2816,494.00,494.00,494.00,494.00,-0.78,-0.16,0.00,2013-07-04
2817,494.00,494.00,494.00,494.00,0.09,0.02,0.00,2013-07-03
2818,494.00,494.00,494.00,494.00,-0.02,0.00,0.00,2013-07-02
2819,494.00,494.00,494.00,494.00,1.17,0.24,0.00,2013-07-01
2820,493.00,493.00,493.00,493.00,-2.41,-0.49,0.00,2013-06-30
2821,496.00,496.00,496.00,496.00,-2.50,-0.50,0.00,2013-06-27
2822,498.00,498.00,498.00,498.00,4.15,0.84,0.00,2013-06-26
2823,494.00,494.00,494.00,494.00,4.96,1.02,0.00,2013-06-25
2824,489.00,489.00,489.00,489.00,1.40,0.29,0.00,2013-06-24
2825,488.00,488.00,488.00,488.00,-0.92,-0.19,0.00,2013-06-23
2826,488.00,488.00,488.00,488.00,-1.53,-0.31,0.00,2013-06-20
2827,490.00,490.00,490.00,490.00,-1.03,-0.21,0.00,2013-06-19
2828,491.00,491.00,491.00,491.00,-2.36,-0.48,0.00,2013-06-18
2829,493.00,493.00,493.00,493.00,-1.54,-0.31,0.00,2013-06-17
2830,495.00,495.00,495.00,495.00,0.57,0.12,0.00,2013-06-16
2831,494.00,494.00,494.00,494.00,-1.00,-0.20,0.00,2013-06-13
2832,495.00,495.00,495.00,495.00,-0.20,-0.04,0.00,2013-06-12
2833,496.00,496.00,496.00,496.00,-0.26,-0.05,0.00,2013-06-11
2834,496.00,496.00,496.00,496.00,-1.59,-0.32,0.00,2013-06-10
2835,497.00,497.00,497.00,497.00,-0.96,-0.19,0.00,2013-06-09
2836,498.00,498.00,498.00,498.00,0.11,0.02,0.00,2013-06-06
2837,498.00,498.00,498.00,498.00,-0.22,-0.04,0.00,2013-06-05
2838,498.00,498.00,498.00,498.00,-0.35,-0.07,0.00,2013-06-04
2839,499.00,499.00,499.00,499.00,2.06,0.42,0.00,2013-06-03
2840,497.00,497.00,497.00,497.00,-3.40,-0.68,0.00,2013-06-02
2841,500.00,500.00,500.00,500.00,-0.61,-0.12,0.00,2013-05-30
2842,501.00,501.00,501.00,501.00,-2.89,-0.57,0.00,2013-05-28
2843,504.00,504.00,504.00,504.00,4.63,0.93,0.00,2013-05-27
2844,499.00,499.00,499.00,499.00,2.14,0.43,0.00,2013-05-26
2845,497.00,497.00,497.00,497.00,-1.90,-0.38,0.00,2013-05-23
2846,499.00,499.00,499.00,499.00,-1.45,-0.29,0.00,2013-05-22
2847,500.00,500.00,500.00,500.00,2.77,0.55,0.00,2013-05-21
2848,497.00,497.00,497.00,497.00,-0.35,-0.07,0.00,2013-05-20
2849,498.00,498.00,498.00,498.00,-2.18,-0.43,0.00,2013-05-19
2850,500.00,500.00,500.00,500.00,5.50,1.11,0.00,2013-05-16
2851,494.00,494.00,494.00,494.00,3.91,0.80,0.00,2013-05-15
2852,491.00,491.00,491.00,491.00,1.85,0.38,0.00,2013-05-14
2853,489.00,489.00,489.00,489.00,5.32,1.10,0.00,2013-05-13
2854,483.00,483.00,483.00,483.00,-2.87,-0.59,0.00,2013-05-12
2855,486.00,486.00,486.00,486.00,-0.08,-0.02,0.00,2013-05-09
2856,486.00,486.00,486.00,486.00,-4.07,-0.83,0.00,2013-05-08
2857,490.00,490.00,490.00,490.00,8.50,1.76,0.00,2013-05-07
2858,482.00,482.00,482.00,482.00,-6.01,-1.23,0.00,2013-05-06
2859,488.00,488.00,488.00,488.00,-4.90,-1.00,0.00,2013-05-05
2860,493.00,493.00,493.00,493.00,-7.92,-1.58,0.00,2013-05-02
2861,501.00,501.00,501.00,501.00,-1.62,-0.32,0.00,2013-04-30
2862,502.00,502.00,502.00,502.00,-2.66,-0.53,0.00,2013-04-29
2863,505.00,505.00,505.00,505.00,-3.32,-0.65,0.00,2013-04-28
2864,508.00,508.00,508.00,508.00,-0.72,-0.14,0.00,2013-04-25
2865,509.00,509.00,509.00,509.00,4.88,0.97,0.00,2013-04-23
2866,504.00,504.00,504.00,504.00,-9.48,-1.85,0.00,2013-04-22
2867,514.00,514.00,514.00,514.00,-5.38,-1.04,0.00,2013-04-21
